show_id,type,title,director,cast,country,date_added,release_year,duration,description,genre
s00948,TV Show,Legal Minds,Quentin Tarantino,"Actor B, Actor D, Actor A",Mexico,,1979,3 Season(s),An intense drama about life choices.,"Romance, Documentary, Action"
s00949,Movie,Wild Expedition 199,Jane Doe,Actor D,Japan,8/8/2017,1997,85,A romantic tale set in a distant land.,Romance
s00950,Movie,Future Shock 1690,nan,"Actor D, Actor E",Canada,12/7/2021,1993,89,A sci-fi exploration of future technology.,"Romance, Documentary, Action"
s00951,Movie,Silent Forest 1912,nan,"Actor D, Actor C, Actor B, Actor A",nan,9/22/2014,2000,73,A thrilling adventure about discovery.,"Sci-Fi, Action, Drama"
s00952,Movie,Lost Kingdom 1337,nan,,Japan,10/20/2019,2022,68,A heartwarming story of friendship.,Comedy
s00953,TV Show,Undercover,Steven Spielberg,"Actor D, Actor A, Actor B",United States,1/26/2010,1980,3 Season(s),A sci-fi exploration of future technology.,Thriller
s00954,Movie,Hidden Truth 1605,nan,"Actor C, Actor A, Actor E, Actor D",United States,5/21/2012,1994,173,An action-packed thriller.,"Horror, Action, Documentary"
s00955,Movie,Cyber Revolution 1623,nan,"Actor E, Actor D",Spain,5/21/2017,2008,105,A comedy that will make you laugh.,"Horror, Comedy"
s00956,Movie,Ocean Mysteries 984,David Lee,"Actor C, Actor E",Spain,1/19/2022,1998,93,An action-packed thriller.,Romance
s00957,Movie,Starlight Journey 1939,nan,Actor D,United Kingdom,1/5/2010,2021,61,An intense drama about life choices.,"Documentary, Sci-Fi"
s00958,Movie,Final Frontier 1881,Jane Doe,,United Kingdom,2/27/2019,1965,93,A thrilling adventure about discovery.,"Action, Comedy, Drama"
s00959,TV Show,Undercover,nan,,nan,,1975,3 Season(s),A romantic tale set in a distant land.,Action
s00960,Movie,Silent Forest 445,nan,,United States,6/15/2012,1991,72,A family movie for all ages.,Drama
s00961,Movie,Echoes of Yesterday 161,Christopher Nolan,"Actor C, Actor B",India,12/10/2013,2019,82,A mystery that will keep you guessing.,"Comedy, Action"
s00962,Movie,Hidden Truth 629,John Smith,"Actor B, Actor D, Actor C",United States,3/9/2011,1961,147,A comedy that will make you laugh.,"Horror, Comedy, Drama"
s00963,Movie,Desert Winds 895,nan,"Actor C, Actor D, Actor E",Australia,6/10/2018,2008,170,A family movie for all ages.,Drama
s00964,Movie,Future Shock 1017,Steven Spielberg,"Actor A, Actor C",United States,4/27/2018,1990,138,A sci-fi exploration of future technology.,"Sci-Fi, Romance"
s00965,Movie,Secret Agent X 598,Maria Garcia,Actor B,France,9/5/2015,1979,87,A comedy that will make you laugh.,"Comedy, Romance"
s00966,TV Show,Legal Minds,nan,"Actor C, Actor B, Actor E",United States,5/10/2010,1960,1 Season(s),An intense drama about life choices.,Horror
s00967,Movie,The Last Adventure 593,Maria Garcia,,France,7/28/2015,2002,169,A thrilling adventure about discovery.,Action
s00968,Movie,Moonlight Dreams 28,Steven Spielberg,"Actor D, Actor A, Actor B",Australia,6/26/2010,1999,157,A romantic tale set in a distant land.,"Sci-Fi, Thriller"
s00969,Movie,Neon Nights 1705,Maria Garcia,"Actor E, Actor A, Actor B, Actor D",United Kingdom,10/15/2020,1966,90,A family movie for all ages.,"Documentary, Comedy, Action"
s00970,Movie,Secret Agent X 1622,Quentin Tarantino,"Actor B, Actor D, Actor E, Actor A",India,12/19/2011,1971,64,A sci-fi exploration of future technology.,"Comedy, Action, Horror"
s00971,TV Show,Mystery Valley,Maria Garcia,"Actor C, Actor B, Actor E, Actor A",India,3/2/2015,1976,7 Season(s),A thrilling adventure about discovery.,"Drama, Action, Documentary"
s00972,TV Show,Mystery Valley,Christopher Nolan,,United Kingdom,10/25/2020,1991,5 Season(s),A sci-fi exploration of future technology.,"Action, Documentary"
s00973,Movie,Moonlight Dreams 966,David Lee,"Actor B, Actor E, Actor D, Actor A",Australia,5/22/2015,1976,88,A romantic tale set in a distant land.,Drama
s00974,Movie,Lost Kingdom 198,Maria Garcia,Actor A,United States,5/8/2012,1960,85,A family movie for all ages.,"Romance, Children & Family"
s00975,Movie,Moonlight Dreams 1601,nan,,Spain,,2009,129,A sci-fi exploration of future technology.,"Children & Family, Action, Drama"
s00976,Movie,Future Shock 853,David Lee,,United States,4/26/2013,2019,122,A thrilling adventure about discovery.,"Children & Family, Action, Thriller"
s00977,Movie,Ocean Mysteries 1538,Maria Garcia,,United States,,1999,91,A sci-fi exploration of future technology.,"Action, Drama"
s00978,Movie,Wild Expedition 1081,David Lee,Actor A,United Kingdom,9/6/2020,2002,106,A family movie for all ages.,"Action, Thriller"
s00979,Movie,Moonlight Dreams 842,Steven Spielberg,Actor D,Canada,3/5/2014,1993,75,A thrilling adventure about discovery.,"Romance, Action"
s00980,Movie,Moonlight Dreams 1168,Maria Garcia,"Actor E, Actor A, Actor B",India,7/14/2018,2006,88,An intense drama about life choices.,Sci-Fi
s00981,TV Show,Space Explorers,Steven Spielberg,"Actor C, Actor D, Actor B",Spain,8/2/2013,2021,6 Season(s),A heartwarming story of friendship.,"Thriller, Action, Comedy"
s00982,Movie,Final Frontier 637,nan,"Actor A, Actor C, Actor D, Actor E",United States,1/19/2019,1977,85,A thrilling adventure about discovery.,"Thriller, Comedy, Romance"
s00983,Movie,Secret Agent X 1110,Christopher Nolan,"Actor B, Actor E",United States,4/16/2015,1991,92,A comedy that will make you laugh.,"Romance, Comedy, Thriller"
s00984,TV Show,Beyond Borders,John Smith,"Actor E, Actor D, Actor B, Actor C",Germany,2/2/2011,2008,3 Season(s),A heartwarming story of friendship.,"Action, Drama"
s00985,Movie,Urban Legends 1960,David Lee,"Actor C, Actor D, Actor E, Actor B",Australia,9/14/2011,2020,77,A sci-fi exploration of future technology.,Action
s00986,Movie,Mountain Echo 1980,John Smith,Actor D,United States,5/11/2017,2004,155,A family movie for all ages.,"Action, Children & Family, Thriller"
s00987,Movie,Future Shock 611,Christopher Nolan,,Japan,4/15/2015,1983,91,A thrilling adventure about discovery.,"Sci-Fi, Documentary"
s00988,Movie,Final Frontier 1855,Maria Garcia,"Actor D, Actor E, Actor A, Actor C",United Kingdom,2/24/2015,2018,104,A family movie for all ages.,Romance
s00989,TV Show,Mystery Valley,David Lee,Actor B,Germany,8/17/2018,1969,6 Season(s),A thrilling adventure about discovery.,"Comedy, Action, Romance"
s00990,TV Show,Space Explorers,nan,Actor B,South Korea,2/19/2018,1992,4 Season(s),A family movie for all ages.,"Action, Romance, Horror"
s00991,Movie,Secret Agent X 277,Jane Doe,,South Korea,2/26/2017,2021,105,A comedy that will make you laugh.,"Action, Comedy"
s00992,Movie,Broken Chains 1178,Maria Garcia,,Germany,7/12/2010,1983,96,A mystery that will keep you guessing.,"Children & Family, Action"
s00993,Movie,Desert Winds 1902,John Smith,"Actor B, Actor D, Actor C, Actor E",United States,5/3/2014,1994,105,A heartwarming story of friendship.,Horror
s00994,Movie,Broken Chains 214,David Lee,Actor C,Australia,3/6/2021,1969,92,A heartwarming story of friendship.,"Action, Drama, Comedy"
s00995,Movie,Urban Legends 376,Maria Garcia,Actor A,India,,1993,105,A thrilling adventure about discovery.,Drama
s00996,TV Show,Space Explorers,Maria Garcia,Actor E,United States,6/16/2013,1974,3 Season(s),A sci-fi exploration of future technology.,"Children & Family, Sci-Fi"
s00997,Movie,Urban Legends 1750,Quentin Tarantino,"Actor D, Actor B",India,,1999,85,A romantic tale set in a distant land.,"Drama, Action, Romance"
s00998,TV Show,Beyond Borders,Christopher Nolan,"Actor B, Actor C",Mexico,1/2/2013,1995,6 Season(s),A romantic tale set in a distant land.,"Drama, Documentary"
s00999,Movie,Lost Kingdom 1947,Steven Spielberg,,South Korea,2/19/2019,1971,90,A heartwarming story of friendship.,"Thriller, Sci-Fi"
